date,state,regime,confidence,prob_bull,prob_high-volatility,prob_low-volatility,prob_bear
2025-10-10,0,bull,0.9999999996623501,0.9999999996623501,5.0557409595839476e-95,3.377225231057576e-10,0.0
2025-10-11,0,bull,0.9999999992601261,0.9999999992601261,4.3776262410197485e-92,7.399139616473367e-10,0.0
2025-10-12,0,bull,0.9999999999922693,0.9999999999922693,8.525159819195139e-171,7.640043056293734e-12,0.0
2025-10-13,0,bull,0.9999999999799911,0.9999999999799911,1.1895850011596863e-220,1.9925777911783574e-11,0.0
2025-10-14,0,bull,0.9999997629179515,0.9999997629179515,4.890606835339634e-195,2.3708201530046112e-07,0.0
2025-10-15,2,low-volatility,0.9999308492551404,6.915074495813721e-05,2.598175246205673e-128,0.9999308492551404,0.0
2025-10-16,2,low-volatility,0.9999999998394742,1.605896200288213e-10,4.316161165574276e-46,0.9999999998394742,0.0
2025-10-17,2,low-volatility,0.9999999999438387,5.6076235846712667e-11,2.134515577108822e-39,0.9999999999438387,0.0
2025-10-18,2,low-volatility,0.9999999998376552,1.6229526955233698e-10,9.24188915753987e-40,0.9999999998376552,0.0
2025-10-19,2,low-volatility,0.9999999999104148,8.951603096382856e-11,5.12641121817763e-37,0.9999999999104148,0.0
2025-10-20,2,low-volatility,0.9999999997435225,2.5651369018217115e-10,3.1609033189383067e-62,0.9999999997435225,0.0
2025-10-21,2,low-volatility,0.9999999998590283,1.4096177767072665e-10,2.4787455622953083e-64,0.9999999998590283,0.0
2025-10-22,2,low-volatility,0.9999999997626219,2.37375257595801e-10,1.5658727731500365e-66,0.9999999997626219,0.0
2025-10-23,2,low-volatility,0.9999999998401563,1.5989660544623138e-10,1.5527344944576426e-67,0.9999999998401563,0.0
2025-10-24,2,low-volatility,0.9999999998387921,1.6111792986782573e-10,1.522481780801726e-66,0.9999999998387921,0.0
2025-10-25,2,low-volatility,0.9999999997801297,2.199290562097172e-10,8.614208202536036e-67,0.9999999997801297,0.0
2025-10-26,2,low-volatility,0.9999999998037765,1.9632159415830177e-10,4.668412481025012e-67,0.9999999998037765,0.0
2025-10-27,2,low-volatility,0.9999999998351541,1.6482900692375904e-10,1.5924589607088116e-26,0.9999999998351541,0.0
2025-10-28,2,low-volatility,0.9999999956673946,4.3325434021394736e-09,1.617103072470208e-29,0.9999999956673946,0.0
2025-10-29,2,low-volatility,0.9999999970962108,2.9038970360786274e-09,6.412763047279107e-30,0.9999999970962108,0.0
2025-10-30,2,low-volatility,0.9999999980116172,7.652026717247047e-11,1.911794235804451e-09,0.9999999980116172,0.0
2025-10-31,2,low-volatility,0.9999999871497494,1.2135318888302558e-08,7.150221776193691e-10,0.9999999871497494,0.0
2025-11-01,2,low-volatility,0.9999999883568762,1.1312896119400932e-08,3.302394365784681e-10,0.9999999883568762,0.0
2025-11-02,2,low-volatility,0.9999999407502873,5.777320615322155e-08,1.4765536135480647e-09,0.9999999407502873,0.0
2025-11-03,2,low-volatility,0.9995308392163912,0.00046916077851280147,5.178820047269559e-12,0.9995308392163912,0.0
2025-11-04,0,bull,0.9999993701994463,0.9999993701994463,4.7273030206237156e-91,6.298006013587933e-07,0.0
2025-11-05,0,bull,0.9999999999954525,0.9999999999954525,4.635640093602852e-103,4.6581063035059e-12,0.0
